X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
469692.8615,40945.13852,4136,redacted,0.26,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
469717.5708,40989.46516,4137,redacted,0.8925,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
470191.725,44808.84962,4139,redacted,0.84,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
469456.6841,41123.92444,4140,redacted,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",,WILMINGTON,WINDHAM,,,,,1
470421.9635,43274.82728,4141,redacted,0.078535,Food Establishment,School,,,WILMINGTON,WINDHAM,,,,,1
467014.3414,41301.83191,4142,redacted,0.055,Food Establishment,Caterer,,,WILMINGTON,WINDHAM,,,,,1
469685.0328,41022.93498,4143,redacted,0.26,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
471582.4915,45391.73046,4144,redacted,0.924,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
469416.2732,41224.08367,4145,redacted,0.26,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
469408.1517,41235.22864,4146,redacted,0.546,Food Establishment,Lodging,,,WILMINGTON,WINDHAM,,,,,1
472736.6685,46086.91489,4147,redacted,0.26,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
472557.79,46276.47838,4148,redacted,3.4125,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
470092.4804,40765.64868,4149,redacted,0.05,Food Establishment,Caterer,,,WILMINGTON,WINDHAM,,,,,1
471442.8393,45192.34911,4150,redacted,0.13,Food Establishment,Convenience Store,Deli,,WILMINGTON,WINDHAM,,,,,1
469635.7607,40967.60794,4152,redacted,0.8925,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
470141.4127,40743.21852,4153,redacted,0.05,Food Establishment,Home-based Business,,,WILMINGTON,WINDHAM,,,,,1
468286.9971,44406.34318,4154,redacted,0.9135,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
471681.0323,45524.63052,4155,redacted,0.05,Food Establishment,Mobile Unit,,,WILMINGTON,WINDHAM,,,,,1
469652.0052,40945.31858,4156,redacted,0.84,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
472279.2869,46055.41834,4157,redacted,0.26,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
475204.6931,39878.84767,4158,redacted,0.525,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
470263.6491,40664.9274,4159,redacted,0.18,Food Establishment,Convenience Store,,,WILMINGTON,WINDHAM,,,,,1
453848.3931,256499.0166,4160,redacted,0.055,Food Establishment,Caterer,,,WILMINGTON,WINDHAM,,,,,1
469619.8106,41056.54918,4161,redacted,0.26,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
470312.1994,40553.62942,4162,redacted,0.72,Food Establishment,Caterer,,,WILMINGTON,WINDHAM,,,,,1
,,4167,redacted,0.945,Food Establishment,Restaurant,,,WILMINGTON,WINDHAM,,,,,1
479184.8961,72126.18297,4168,redacted,0.010735,School,School,,,WINDHAM,WINDHAM,,,,,1
482678.8568,80248.4253,4169,redacted,0.84,Food Establishment,Restaurant,,,WINDHAM,WINDHAM,,,,,1
495406.4522,38913.71201,4170,redacted,0,Food Manufacturer,Food Processor,,,WINDHAM,WINDSOR,,,,,1
507557.2703,100605.3861,4171,redacted,0.105,Food Establishment,Bakery,,,ASCUTNEY,WINDSOR,,,,,1
507281.9552,100527.3159,4172,redacted,0.6825,Food Establishment,Restaurant,,,ASCUTNEY,WINDSOR,,,,,1
507516.6344,100727.5472,4173,redacted,0.07875,Nursing/Assisted Living,Residential Facility,,,ASCUTNEY,WINDSOR,,,,,1
509058.5225,110606.0316,4174,redacted,0.315,Food Establishment,Restaurant,,,ASCUTNEY,WINDSOR,,,,,1
507774.3064,102049.8929,4175,redacted,0.05,Food Establishment,Restaurant,,,WEATHERSFIELD,WINDSOR,,,,,1
490614.2157,136770.7552,4176,redacted,0.05,Food Establishment,Caterer,,,BARNARD,WINDSOR,,,,,1
492764.5944,136123.6809,4178,redacted,0.63,Food Establishment,Lodging,,,BARNARD,WINDSOR,,,,,1
490225.6518,135504.7366,4179,redacted,0.714,Food Establishment,Restaurant,,,BARNARD,WINDSOR,,,,,1
490218.0656,135826.9466,4180,redacted,0.105,Food Establishment,Restaurant,,,BARNARD,WINDSOR,,,,,1
490669.5865,136037.3965,4181,redacted,0.147,Food Establishment,Lodging,,,BARNARD,WINDSOR,,,,,1
490436.5438,136471.0285,4182,redacted,0.189,Food Establishment,Bakery,,,BARNARD,WINDSOR,,,,,1
490291.6501,136560.1202,4183,redacted,0.05,Food Establishment,Restaurant,,,BARNARD,WINDSOR,,,,,1
490243.4883,136682.4039,4184,redacted,0.063,Food Establishment,Lodging,,,BARNARD,WINDSOR,,,,,1
490412.4212,136504.3941,4185,redacted,,Food Manufacturer,Food Processor,,,BARNARD,WINDSOR,,,,,1
490371.8809,136326.6873,4186,redacted,0.03955,School,School,,,BARNARD,WINDSOR,,,,,1
489037.3956,147928.0313,4188,redacted,0.18,Food Establishment,Grocery,Farmers' Market,,BETHEL,WINDSOR,,,,,1
489334.7194,147760.8902,4189,redacted,0.18,Food Establishment,Convenience Store,,,BETHEL,WINDSOR,,,,,1
489647.8165,147382.6381,4190,redacted,0.18,Food Establishment,Caterer,,,BETHEL,WINDSOR,,,,,1
487915.0024,145496.7722,4191,redacted,0.3885,Food Establishment,Restaurant,,,BETHEL,WINDSOR,,,,,1
489487.1891,147538.4371,4192,redacted,0.735,Food Establishment,Restaurant,,,BETHEL,WINDSOR,,,,,1
489238.4885,147938.8136,4193,redacted,0.26,Food Establishment,Restaurant,,,BETHEL,WINDSOR,,,,,1
488183.2719,151573.7593,4194,redacted,0.504,Food Establishment,Restaurant,,,BETHEL,WINDSOR,,,,,1
489238.5244,147961.0346,4195,redacted,0.525,Food Establishment,Restaurant,,,BETHEL,WINDSOR,,,,,1
489238.5244,147961.0346,4196,redacted,0.21,Food Establishment,Restaurant,,,BETHEL,WINDSOR,,,,,1
486715.1382,144987.9749,4197,redacted,1.281,Food Establishment,Restaurant,,,BETHEL,WINDSOR,,,,,1
488781.0501,148539.5381,4199,redacted,0.05,Food Establishment,Caterer,,,BETHEL,WINDSOR,,,,,1
487790.8316,143597.107,4200,redacted,0.055,Food Establishment,Caterer,,,BETHEL,WINDSOR,,,,,1
489413.6493,146816.3703,4201,redacted,0.5355,Food Establishment,Restaurant,,,BETHEL,WINDSOR,,,,,1
489222.7084,148127.7181,4202,redacted,0.098875,School,School,,,BETHEL,WINDSOR,,,,,1
488458.6274,148117.8891,4203,redacted,0.0217,School,School,,,BETHEL,WINDSOR,,,,,1
490212.1655,120750.4431,4204,redacted,1.3125,Food Establishment,Restaurant,,,BRIDGEWATER,WINDSOR,,,,,1
479863.3596,122217.8333,4205,redacted,0.18,Food Establishment,Convenience Store,,,BRIDGEWATER,WINDSOR,,,,,1
487119.4647,120922.3171,4207,redacted,1.05,Food Establishment,Restaurant,,,BRIDGEWATER,WINDSOR,,,,,1
487393.9507,120877.3556,4208,redacted,0.18,Food Establishment,Caterer,,,BRIDGEWATER CORNERS,WINDSOR,,,,,1
487393.9507,120877.3556,4209,redacted,0.18,Food Establishment,Grocery,,,BRIDGEWATER,WINDSOR,,,,,1
489582.4968,120906.9316,4211,redacted,0.441,Food Establishment,Restaurant,,,BRIDGEWATER,WINDSOR,,,,,1
489962.0326,120895.2431,4212,redacted,0.024295,School,School,,,BRIDGEWATER,WINDSOR,,,,,1
446698.9866,215348.0071,4216,redacted,0.5565,Food Establishment,Lodging,,,BRIDGEWATER,WINDSOR,,,,,1
487256.876,120988.7152,4219,redacted,0.252,Food Establishment,B&B,,,BRIDGEWATER,WINDSOR,,,,,1
498236.134,107967.1412,4220,redacted,0.063,Food Establishment,Restaurant,,,BROWNSVILLE,WINDSOR,,,,,1
502524.815,106945.2827,4221,redacted,0.05,Food Establishment,Home-based Business,,,WEST WINDSOR,WINDSOR,,,,,1
490487.3374,98263.71673,4222,redacted,0.26,Food Establishment,Restaurant,,,CAVENDISH,WINDSOR,,,,,1
490487.3374,98263.71673,4223,redacted,0.525,Food Establishment,Restaurant,,,CAVENDISH,WINDSOR,,,,,1
488137.1997,98078.56879,4224,redacted,1.155,Food Establishment,Lodging,,,CAVENDISH,WINDSOR,,,,,1
491054.1644,97985.2016,4225,redacted,0.18,Food Establishment,Grocery,,,CAVENDISH,WINDSOR,,,,,1
491313.5782,98073.74039,4226,redacted,0.13,Food Establishment,Bakery,,,CAVENDISH,WINDSOR,,,,,1
488444.6771,97822.51407,4227,redacted,0.05,Food Establishment,Caterer,,,CAVENDISH,WINDSOR,,,,,1
492092.2727,98761.58252,4228,redacted,0.26,Food Establishment,,,,WEATHERSFIELD,WINDSOR,,,,,1
488347.514,97867.11948,4229,redacted,0.13,Food Establishment,Restaurant,Bars/Pubs,,CAVENDISH,WINDSOR,,,,,1
492295.2072,99094.6377,4230,redacted,0.05,Food Establishment,Caterer,,,CAVENDISH,WINDSOR,,,,,1
488631.2589,97944.40388,4231,redacted,0.18,Food Establishment,Caterer,,,CAVENDISH,WINDSOR,,,,,1
487573.7295,104512.1087,4232,redacted,0.26,Food Establishment,Restaurant,,,CAVENDISH,WINDSOR,,,,,1
488874.427,97988.43788,4233,redacted,0.294,Food Establishment,Restaurant,,,CAVENDISH,WINDSOR,,,,,1
491182.5971,97051.82364,4234,redacted,,Food Establishment,Bakery,,,CAVENDISH,WINDSOR,,,,,1
488907.1494,98177.24823,4235,redacted,0.06215,Food Establishment,School,,,CAVENDISH,WINDSOR,,,,,1
491663.4425,86063.89191,4236,redacted,0.18,Food Establishment,Convenience Store,,,CHESTER,WINDSOR,,,,,1
495190.9708,92515.07945,4237,redacted,0.26,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
492012.8695,86385.64507,4238,redacted,0.05,Food Establishment,Caterer,,,CHESTER,WINDSOR,,,,,1
492693.5135,85285.04509,4239,redacted,0.26,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
493739.8852,84317.48138,4240,redacted,0.147,Food Establishment,B&B,,,CHESTER,WINDSOR,,,,,1
493082.3889,84495.86987,4241,redacted,0.26,Food Establishment,Lodging,,,CHESTER,WINDSOR,,,,,1
492652.3566,84762.94735,4242,redacted,0.26,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
491962.5227,84997.02674,4243,redacted,0.126,Food Establishment,Lodging,,,CHESTER,WINDSOR,,,,,1
490314.6241,85132.49134,4244,redacted,0.18,Food Establishment,Grocery,,,CHESTER,WINDSOR,,,,,1
491921.9294,84997.07493,4245,redacted,0.168,Food Establishment,B&B,,,CHESTER,WINDSOR,,,,,1
504466.6702,70473.91985,4246,redacted,0.21,Food Establishment,Restaurant,,,BELLOWS FALLS,WINDSOR,,,,,1
493147.4215,84573.56969,4247,redacted,,Food Manufacturer,Food Processor,,,CHESTER,WINDSOR,,,,,1
493147.4215,84573.56969,4248,redacted,1.008,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
492700.7597,84474.05071,4249,redacted,0.26,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
491418.7816,91574.4988,4251,redacted,0.126,Food Establishment,Caterer,,,CHESTER,WINDSOR,,,,,1
491816.36,84974.98259,4252,redacted,0.21,Food Establishment,Lodging,,,CHESTER,WINDSOR,,,,,1
492710.3588,85851.60725,4253,redacted,0.13,Food Establishment,Bakery,,,CHESTER,WINDSOR,,,,,1
495516.5028,81971.99924,4254,redacted,0.063,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
491921.8236,84908.19978,4255,redacted,1.26,Food Establishment,Lodging,,,CHESTER,WINDSOR,,,,,1
492473.6783,84707.59611,4256,redacted,0.252,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
492749.2856,84296.24837,4257,redacted,0.525,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
493431.0227,83984.49153,4258,redacted,0.26,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
492343.7741,84707.7414,4259,redacted,1.512,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
492734.0694,85251.67331,4260,redacted,0.18,Food Establishment,Convenience Store,,,CHESTER,WINDSOR,,,,,1
492126.5204,86396.62165,4261,redacted,0.18,Food Establishment,Grocery,Farmers' Market,,CHESTER,WINDSOR,,,,,1
492019.1313,84808.1,4262,redacted,0.21,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
492726.0106,85307.229,4263,redacted,0.26,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
493560.9407,83984.36707,4264,redacted,0.21,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
492765.5009,84274.01228,4265,redacted,0.05,Food Establishment,Convenience Store,,,CHESTER,WINDSOR,,,,,1
493617.7694,83973.20403,4266,redacted,5.985,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
493593.3154,83873.24259,4267,redacted,0.819,Food Establishment,Bakery,,,CHESTER,WINDSOR,,,,,1
492335.691,91917.7945,4268,redacted,0.2625,Food Establishment,B&B,,,CHESTER,WINDSOR,,,,,1
490071.7028,85566.10994,4269,redacted,0.84,Food Establishment,Lodging,,,CHESTER,WINDSOR,,,,,1
493382.0436,83717.91387,4270,redacted,0.05705,Food Establishment,School,,,CHESTER,WINDSOR,,,,,1
492246.6252,84952.25861,4271,redacted,0.149725,Food Establishment,School,,,CHESTER,WINDSOR,,,,,1
491994.8533,84874.78503,4272,redacted,0.26,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
492165.3098,84841.25791,4273,redacted,0.26,Food Establishment,Restaurant,,,CHESTER,WINDSOR,,,,,1
486345.9936,85794.77288,4274,redacted,0.05,Food Establishment,Caterer,,,CHESTER,WINDSOR,,,,,1
491021.081,85242.61409,4275,redacted,0.21,Food Establishment,Bakery,,,CHESTER,WINDSOR,,,,,1
493657.7877,83351.04122,4276,redacted,0,Food Manufacturer,Food Processor,,,CHESTER,WINDSOR,,,,,1
483569.3397,141895.1658,4277,redacted,0.2415,Food Establishment,B&B,,,STOCKBRIDGE,WINDSOR,,,,,1
514624.0562,128691.8834,4278,redacted,0.035,School,School,,,HARTFORD,WINDSOR,,,,,1
508768.8097,128048.3734,4279,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
514610.2994,127603.0532,4280,redacted,0.42,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
514697.896,128125.4244,4281,redacted,0.128255,School,School,,,HARTFORD,WINDSOR,,,,,1
513351.9194,127522.6547,4282,redacted,0.18,Food Establishment,Grocery,,,HARTFORD,WINDSOR,,,,,1
512917.0389,127121.8353,4283,redacted,0.4305,Food Establishment,Restaurant,,,WHITE RIVER JUNCTION,WINDSOR,,,,,1
513188.0719,128788.8924,4284,redacted,0.18,Food Establishment,Grocery,Specialty foods,,HARTFORD,WINDSOR,,,,,1
514602.6437,127414.1632,4285,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
512192.9919,125976.1314,4286,redacted,0.05,Food Establishment,Home-based Business,,,HARTFORD,WINDSOR,,,,,1
509117.8453,108606.3392,4287,redacted,,Food Establishment,Bakery,Bread/related products,,WINDSOR,WINDSOR,,,,,1
512873.0667,129010.4834,4288,redacted,0.18,Food Establishment,Grocery,,,HARTFORD,WINDSOR,,,,,1
512873.0881,128999.3732,4289,redacted,0.05,Food Establishment,Caterer,,,HARTFORD,WINDSOR,,,,,1
514659.2639,127347.6257,4290,redacted,0.2625,Food Establishment,Restaurant,,,WHITE RIVER JUNCTION,WINDSOR,,,,,1
509822.2905,130294.0951,4291,redacted,0.105,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
506510.7674,127312.5268,4292,redacted,1.05,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
515386.5665,130337.9076,4293,redacted,0.05,Food Establishment,Caterer,,,HARTFORD,WINDSOR,,,,,1
514367.8443,127802.5121,4294,redacted,0.72,Food Manufacturer,Food Processor,,,HARTFORD,WINDSOR,,,,,1
514367.0119,131946.628,4296,redacted,0.26,Food Establishment,School,,,WHITE RIVER JUNCTION,WINDSOR,,,,,1
515756.3441,130838.7298,4298,redacted,0.05,Food Establishment,Caterer,,,HARTFORD,WINDSOR,,,,,1
514527.7196,128480.5796,4299,redacted,0.120815,Food Establishment,School,,,WHITE RIVER JUNCTION,WINDSOR,,,,,1
515250.7151,129793.1945,4301,redacted,0.13,Food Establishment,Bakery,,,HARTFORD,WINDSOR,,,,,1
504799.5118,128522.0886,4302,redacted,2.52,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
504662.4603,128410.8901,4303,redacted,2.94,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
509025.5301,129104.1816,4304,redacted,0.18,Food Establishment,Convenience Store,,,HARTFORD,WINDSOR,,,,,1
509025.5301,129104.1816,4305,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
512771.5799,127243.7683,4306,redacted,0.055,Food Establishment,Caterer,,,HARTFORD,WINDSOR,,,,,1
509042.1117,128770.8984,4307,redacted,0.05,Food Establishment,Caterer,,,HARTFORD,WINDSOR,,,,,1
509042.1117,128770.8984,4308,redacted,0.18,Food Establishment,Convenience Store,,,HARTFORD,WINDSOR,,,,,1
514608.045,128636.2974,4309,redacted,0.100975,Food Establishment,School,,,WHITE RIVER JUNCTION,WINDSOR,,,,,1
445659.2736,222413.0543,4310,redacted,0.05,Food Establishment,Caterer,,,WILDER,WINDSOR,,,,,1
445659.2736,222413.0543,4311,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
513820.8046,127056.9782,4312,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
513344.0288,127433.7575,4313,redacted,1.785,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
506518.9002,127245.8739,4314,redacted,,Food Manufacturer,Dairy,Ice Cream,,HARTFORD,WINDSOR,,,,,1
512505.1713,127332.147,4315,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
512505.1713,127332.147,4316,redacted,0.055,Food Establishment,Caterer,,,HARTFORD,WINDSOR,,,,,1
503994.2889,126143.9896,4317,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
503994.2889,126143.9896,4318,redacted,,Food Manufacturer,Alcohol Manufacturer,Wine,,HARTFORD,WINDSOR,,,,,1
508624.0475,127703.7702,4319,redacted,0.18,Food Establishment,Grocery,,,HARTFORD,WINDSOR,,,,,1
507851.0879,126414.0422,4320,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
507592.957,126347.0839,4321,redacted,,Food Manufacturer,Alcohol Manufacturer,Wine,,HARTFORD,WINDSOR,,,,,1
503631.533,125477.1763,4322,redacted,0.05,Food Establishment,Caterer,,,HARTFORD,WINDSOR,,,,,1
506228.6091,127078.9455,4323,redacted,0.26,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
514994.3807,129014.8991,4325,redacted,0.18,Food Establishment,Grocery,,,HARTFORD,WINDSOR,,,,,1
506284.69,127501.1834,4326,redacted,0.13,Food Establishment,Bakery,,,HARTFORD,WINDSOR,,,,,1
506561.0132,125434.9637,4327,redacted,0.105,Food Establishment,Lodging,,,HARTFORD,WINDSOR,,,,,1
514559.4781,128713.9631,4331,redacted,0.4725,Food Establishment,Restaurant,,,HARTFORD,WINDSOR,,,,,1
505980.1646,116146.4341,4332,redacted,0.63,Food Establishment,Restaurant,,,HARTLAND,WINDSOR,,,,,1
508057.9519,115404.2374,4333,redacted,0.055,Food Establishment,Caterer,,,HARTLAND,WINDSOR,,,,,1
507912.2893,115559.6036,4334,redacted,0.18,Food Establishment,Grocery,Farmers' Market,,HARTLAND,WINDSOR,,,,,1
446777.2332,63769.896,4337,redacted,0.72,Food Establishment,Grocery,,,ARLINGTON,BENNINGTON,,,,,1
439918.5257,46950.99398,4338,redacted,0.46669,School,College/University,,,BENNINGTON,BENNINGTON,,,,,1
442451.4688,44240.79693,4339,redacted,0.255945,Food Establishment,School,,,BENNINGTON,BENNINGTON,,,,,1
446501.1973,63883.14926,4341,redacted,0.076275,School,School,,,BENNINGTON,BENNINGTON,,,,,1
442869.4014,42437.57406,4342,redacted,0.84,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
442202.1482,41787.68867,4343,redacted,0.51975,Food Establishment,Hospital,,,BENNINGTON,BENNINGTON,,,,,1
442202.1482,41787.68867,4344,redacted,0.714,Food Establishment,Hospital,,,BENNINGTON,BENNINGTON,,,,,1
442563.9588,44017.66597,4345,redacted,0.26,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
443081.1705,42358.0522,4346,redacted,0.525,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
444846.4719,42421.43758,4347,redacted,0.042,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
443013.0728,43014.07488,4349,redacted,0.462,,,,,BENNINGTON,BENNINGTON,,,,,1
442981.7164,44158.61216,4350,redacted,0.0594,School,School,,,BENNINGTON,BENNINGTON,,,,,1
443022.8777,42225.22122,4352,redacted,0.2625,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
444227.6456,42681.94423,4353,redacted,0.021,Nursing/Assisted Living,Residential Facility,,,BENNINGTON,BENNINGTON,,,,,1
442540.848,44184.50175,4355,redacted,0.18,Food Establishment,Convenience Store,,,BENNINGTON,BENNINGTON,,,,,1
442861.7853,42504.29415,4356,redacted,0.72,Food Establishment,Grocery,,,BENNINGTON,BENNINGTON,,,,,1
442475.3209,44162.8307,4357,redacted,0.18,Food Establishment,Grocery,,,BENNINGTON,BENNINGTON,,,,,1
445445.1517,42705.50781,4358,redacted,0.504,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
442434.5756,44174.28127,4359,redacted,1.722,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
442378.1469,44263.63014,4362,redacted,0.231,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
443392.8116,42499.90351,4363,redacted,0.18,Food Establishment,Grocery,,,BENNINGTON,BENNINGTON,,,,,1
442841.9386,42082.29918,4364,redacted,0.189,Food Establishment,Lodging,,,BENNINGTON,BENNINGTON,,,,,1
442346.4083,44374.99144,4365,redacted,0.18,Food Establishment,Grocery,,,BENNINGTON,BENNINGTON,,,,,1
442777.6864,42216.14696,4366,redacted,2.1,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
442809.3504,42093.67948,4367,redacted,0.126,Nursing/Assisted Living,Residential Facility,,,BENNINGTON,BENNINGTON,,,,,1
443283.4008,42111.97377,4368,redacted,0.05775,Nursing/Assisted Living,Residential Facility,,,BENNINGTON,BENNINGTON,,,,,1
443343.9768,42522.5245,4369,redacted,0.17063,Food Establishment,School,,,BENNINGTON,BENNINGTON,,,,,1
442936.5101,42648.09697,4371,redacted,0.7245,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
442887.8623,42692.93865,4372,redacted,0.13,Food Establishment,Restaurant,Deli,,BENNINGTON,BENNINGTON,,,,,1
451748.0115,71032.04221,4373,redacted,0.42,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
443790.6999,46196.09723,4375,redacted,0.18,Food Establishment,Convenience Store,,,BENNINGTON,BENNINGTON,,,,,1
440983.5347,45464.18497,4377,redacted,0.72,Food Establishment,Bakery,,,BENNINGTON,BENNINGTON,,,,,1
444312.8328,42103.56364,4378,redacted,0.021,Nursing/Assisted Living,Residential Facility,,,BENNINGTON,BENNINGTON,,,,,1
442124.9688,47176.4595,4379,redacted,0.18,Food Establishment,Grocery,,,BENNINGTON,BENNINGTON,,,,,1
442643.8916,42828.2826,4381,redacted,0.18,Food Establishment,Convenience Store,,,BENNINGTON,BENNINGTON,,,,,1
439446.192,42455.74795,4385,redacted,,Food Manufacturer,Sweets,,,BENNINGTON,BENNINGTON,,,,,1
442039.6741,41900.15035,4387,redacted,0.7875,Nursing/Assisted Living,Residential Facility,,,BENNINGTON,BENNINGTON,,,,,1
445055.1993,38886.98483,4388,redacted,0.05,Food Establishment,Caterer,,,BENNINGTON,BENNINGTON,,,,,1
442153.3237,43754.48028,4389,redacted,3.99,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
442138.2808,47787.3744,4390,redacted,0.05,Food Establishment,Convenience Store,,,BENNINGTON,BENNINGTON,,,,,1
442517.0852,41340.67148,4391,redacted,0.525,Nursing/Assisted Living,Residential Facility,,,BENNINGTON,BENNINGTON,,,,,1
452808.6581,41884.50886,4393,redacted,0.7875,Food Establishment,Restaurant,,,WOODFORD,BENNINGTON,,,,,1
442078.9427,44621.64949,4394,redacted,0.26,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
442021.9602,44644.34894,4395,redacted,0.26,Food Establishment,Bakery,,,BENNINGTON,BENNINGTON,,,,,1
439413.5781,48021.95709,4396,redacted,0.063,Food Establishment,B&B,,,BENNINGTON,BENNINGTON,,,,,1
441434.3691,42782.92798,4397,redacted,1.008,Food Establishment,Lodging,,,BENNINGTON,BENNINGTON,,,,,1
441931.0898,44522.91109,4398,redacted,0.294,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
441931.0898,44522.91109,4399,redacted,0.26,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
441931.0898,44522.91109,4401,redacted,0.72,Food Establishment,Grocery,,,BENNINGTON,BENNINGTON,,,,,1
441776.1003,44546.44119,4403,redacted,0.72,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
443438.4499,42088.47832,4404,redacted,0.0315,Nursing/Assisted Living,Residential Facility,,,BENNINGTON,BENNINGTON,,,,,1
441957.0924,44700.44407,4405,redacted,0.42,Food Establishment,Restaurant,Deli,,BENNINGTON,BENNINGTON,,,,,1
441957.0924,44700.44407,4406,redacted,0.26,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
441957.6552,44767.09656,4407,redacted,0.51975,Food Establishment,Bar,Bars/Pubs,,BENNINGTON,BENNINGTON,,,,,1
441883.5891,44701.06514,4408,redacted,0.2625,Food Establishment,Lodging,,,BENNINGTON,BENNINGTON,,,,,1
441884.4344,44801.04387,4409,redacted,1.05,Food Establishment,Private Club,,,BENNINGTON,BENNINGTON,,,,,1
443109.2634,42791.08904,4410,redacted,0.2415,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
443093.4763,42857.87647,4412,redacted,0.26,Food Establishment,Bakery,,,BENNINGTON,BENNINGTON,,,,,1
442674.0689,42528.075,4413,redacted,0.01,Food Establishment,School,,,BENNINGTON,BENNINGTON,,,,,1
441203.7354,45428.96872,4414,redacted,0.26,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
442852.6005,42382.16626,4416,redacted,0.4725,Food Establishment,Restaurant,,,BENNINGTON,BENNINGTON,,,,,1
439398.2323,48133.18926,4419,redacted,0.12075,Food Establishment,Restaurant,Deli,,BENNINGTON,BENNINGTON,,,,,1
442564.9887,42184.5911,4422,redacted,0.21,Food Establishment,Convenience Store,,,BENNINGTON,BENNINGTON,,,,,1
